,Address,Body
1247,JK-ZOMATO,<#> 6875 is your Zomato verification code. Enjoy :-) AlOe4TVDpqm
1248,AD-HDFCBK,"Amt Sent Rs.190.39
From HDFC Bank A/C *2346
To RazorpayZomato
On 02-05
Ref 412301288965
Not You? Call 18002586161/SMS BLOCK UPI to 7308080808"
1249,AD-HDFCBK,"Amt Sent Rs.7.00
From HDFC Bank A/C *2346
To TANISHQ MEHRUNKAR
On 03-05
Ref 449074913043
Not You? Call 18002586161/SMS BLOCK UPI to 7308080808"
1250,AY-AIRTEL,"अब एयरटेल थैंक्स ऍप से अपने एयरटेल प्रीपेड मोबाइल अकाउंट का बैलेंस, वैधता, टैरिफ, रिचार्ज देख सकते हैं। अधिक जानकारी के लिए वीडियो गाइड देखें https://www.youtube.com/watch?v=A6jhW4i_VbI"
1251,AY-AIRTEL,"अब एयरटेल थैंक्स ऍप से अपने एयरटेल प्रीपेड मोबाइल अकाउंट का बैलेंस, वैधता, टैरिफ, रिचार्ज देख सकते हैं। अधिक जानकारी के लिए वीडियो गाइड देखें https://www.youtube.com/watch?v=A6jhW4i_VbI"
1252,AD-HDFCBK,"Amt Sent Rs.5.00
From HDFC Bank A/C *2346
To Navkar Daily Shop
On 07-05
Ref 412807931523
Not You? Call 18002586161/SMS BLOCK UPI to 7308080808"
1253,AY-AIRTEL,"अब एयरटेल थैंक्स ऍप से अपने एयरटेल प्रीपेड मोबाइल अकाउंट का बैलेंस, वैधता, टैरिफ, रिचार्ज देख सकते हैं। अधिक जानकारी के लिए वीडियो गाइड देखें https://www.youtube.com/watch?v=A6jhW4i_VbI"
1254,AD-HDFCBK,"Amt Sent Rs.80.00
From HDFC Bank A/C *2346
To Getepay
On 09-05
Ref 413060878703
Not You? Call 18002586161/SMS BLOCK UPI to 7308080808"
1255,AD-AIRDOT,"अगर आपके पास कोई अंतरराष्ट्रीय कॉल आई है, जिसमें दर्शाया गया नंबर भारतीय है या कोई भी नंबर नहीं दर्शाया गया है, तो कृप्या इसकी जानकारी DoT टोल फ्री नंबर 1800110420/1963 पर दें।"
1256,AY-AIRTEL,"अब एयरटेल थैंक्स ऍप से अपने एयरटेल प्रीपेड मोबाइल अकाउंट का बैलेंस, वैधता, टैरिफ, रिचार्ज देख सकते हैं। अधिक जानकारी के लिए वीडियो गाइड देखें https://www.youtube.com/watch?v=A6jhW4i_VbI"
1257,BY-BSNLMP,"13 मई , 2024 को मतदान करने अवश्य जाए | अपने मतदान केंद्र की जानकारी के लिए voters.eci.gov.in पर जाएं |"
1258,AD-SWIGGY,Use OTP 180513 to log into your Swiggy account. Do not share the OTP or your number with anyone including Swiggy personnel. ASkSzFWMk3x
1259,AD-HDFCBK,"Amt Sent Rs.286.29
From HDFC Bank A/C *2346
To Zomato Ltd
On 13-05
Ref 413442567147
Not You? Call 18002586161/SMS BLOCK UPI to 7308080808"
1260,VD-HDFCBK,"Amt Sent Rs.47.00
From HDFC Bank A/C *2346
To VINOD MAHESHWARI
On 13-05
Ref 413484559169
Not You? Call 18002586161/SMS BLOCK UPI to 7308080808"
1261,AD-HDFCBK,HDFC Bank: Rs. 20500.00 credited to a/c XXXXXX2346 on 15-05-24 by a/c linked to VPA 7415822208@ibl (UPI Ref No  413697694581).
1262,AD-HDFCBK,"Amt Sent Rs.20100.00
From HDFC Bank A/C *2346
To IIT Madras
On 15-05
Ref 413613117311
Not You? Call 18002586161/SMS BLOCK UPI to 7308080808"
1263,AY-AIRTEL,"अब एयरटेल थैंक्स ऍप से अपने एयरटेल प्रीपेड मोबाइल अकाउंट का बैलेंस, वैधता, टैरिफ, रिचार्ज देख सकते हैं। अधिक जानकारी के लिए वीडियो गाइड देखें https://www.youtube.com/watch?v=A6jhW4i_VbI"
1264,AD-HDFCBK,"Amt Sent Rs.80.00
From HDFC Bank A/C *2346
To SANJ FOODS AND PRODUCTS PRIVATE LIMITED
On 18-05
Ref 413938158869
Not You? Call 18002586161/SMS BLOCK UPI to 7308080808"
1265,AD-HDFCBK,HDFC Bank: Rs. 40.00 credited to a/c XXXXXX2346 on 18-05-24 by a/c linked to VPA 7024888951@ybl (UPI Ref No  450586539303).
1266,AD-HDFCBK,"Amt Sent Rs.110.00
From HDFC Bank A/C *2346
To DURGA GOUD
On 18-05
Ref 413957901278
Not You? Call 18002586161/SMS BLOCK UPI to 7308080808"
1267,AY-AIRTEL,"अब एयरटेल थैंक्स ऍप से अपने एयरटेल प्रीपेड मोबाइल अकाउंट का बैलेंस, वैधता, टैरिफ, रिचार्ज देख सकते हैं। अधिक जानकारी के लिए वीडियो गाइड देखें https://www.youtube.com/watch?v=A6jhW4i_VbI"
1268,AD-HDFCBK,"Amt Sent Rs.40.00
From HDFC Bank A/C *2346
To DURGA GOUD
On 21-05
Ref 414287722649
Not You? Call 18002586161/SMS BLOCK UPI to 7308080808"
1269,CP-HDFCBN,"Scheduled Upgrade: 
HDFC Bank Debit & Credit Card services (ATM/POS/Online) are unavailable on: 22-05-24, From: 12:30-2:30 AM Please plan ahead"
1270,JX-HDFCBK,"Amt Sent Rs.150.00
From HDFC Bank A/C *2346
To Nishant  Kaushal
On 22-05
Ref 414365833009
Not You? Call 18002586161/SMS BLOCK UPI to 7308080808"
1271,AX-ADHAAR,OTP for Aadhaar (XX2589) is 736331 (valid for 10 mins). You may order Aadhaar PVC Card via speed post by paying Rs 50.More details at uidai.gov.in
1272,BZ-VAAHAN,"Your application 1848137224 for LL(LMV, MCWG) is received. To check Application status use link: https://sarathi.parivahan.gov.in/sarathiservice/applicationredirect.do?as=1848137224 MoRTH"
1273,BZ-VAAHAN,Payment Received. Your Receipt No:MPX/705933 and Bank Reference Number:IGARHJBIZ3. MoRTH.
1274,BZ-VAAHAN,"Congratulations, now there is no need to visit RTO for LL test, you may take the LL test with the same application ID. Click on the link: https://sarathi.parivahan.gov.in/sarathiservice/applicationredirect.do?ll=1848137224 and password is V3Y9AW. MoRTH"
1275,BV-VAAHAN,"Application Number: 1848137224, Password for LL Test: V3Y9AW, LL Exam to be taken before: 23-05-2024. MoRTH."
1276,BZ-VAAHAN,"Application Number: 1848137224, Password for LL Test: V3Y9AW, LL Exam to be taken before: 23-05-2024. MoRTH."
1277,BZ-VAAHAN,"Application Number: 1848137224, Password for LL Test: V3Y9AW, LL Exam to be taken before: 23-05-2024. MoRTH."
1278,BZ-VAAHAN,Your Learner Licence: MP41 /0010354/2024 is Approved. Download link:https://sarathi.parivahan.gov.in/sarathiservice/applicationredirect.do?q=1848137224 MoRTH
1279,BZ-VAAHAN,Your OTP (One Time Password) for 1848137224 is: 804957. Do not share it with anyone. MoRTH
1280,BZ-VAAHAN,Your OTP (One Time Password) for 1848137224 is: 087357. Do not share it with anyone. MoRTH
1281,AX-HDFCBN,"Scheduled Maintenance: Some transactions on HDFC Bank NetBanking & MobileBanking App unavailable on 25th May, 3:30-6:30 AM. More: hdfcbk.io/g/uZrrxGwOzvl"
1282,AD-HDFCBK,"Amt Sent Rs.160.00
From HDFC Bank A/C *2346
To TANISHQ MEHRUNKAR
On 28-05
Ref 451512904438
Not You? Call 18002586161/SMS BLOCK UPI to 7308080808"
1283,CP-HDFCBN,"From 25th June'24:
Get HDFC Bank SMS alert for UPI txn above Rs.100 (Send) & Rs.500 (Receive).
Email alert for all UPI txn
Update email: hdfcbk.io/g/B87AateFDZc"
1284,BZ-INBSNL,You have subscribed STV MRP197$VC_SMS_DT successfully and is valid until 12-06-2024. BSNL brings an upgraded APP! Managing your BSNL mobile is simple through BSNL Selfcare app. Download now https://mybsnl.page.link/Home
1285,BZ-INBSNL,"Dear Customer ,Pl recharge with Rs 107 or higher value to activate ur number.If u are in CUG plan,recharge with respective CUG denomination Pl ignore if recharge is successful.For queries call 1503."
1286,BP-CTOPUP,Recharge successful. Ref No 3633839301.Details at:https://www.rcpt.in/Receipt/rpcrar/. Thanks for using BSNL.
1287,BP-CTOPUP,BSNL को चुनने के लिए धन्यवाद। आपकी ट्रांजेक्शन आईडी 3633839301।अपनी डिजिटल रसीद और रिचार्ज विवरण प्राप्त करने के लिए यहां क्लिककरें: https://www.rcpt.in/Receipt/rpcrarB/
1288,VM-HDFCBK,"Update! INR 2,00,000.00 deposited in HDFC Bank A/c XX2346 on 01-JUN-24 for CHQ DEP - MICR 8 CLEARING - DEWAS.Avl bal INR 20,719.82. Cheque deposits in A/C are subject to clearing"
1289,AD-TRAIND,ट्राई मोबाइल नंबरों के सत्यापन/ डिस्कनेक्शन/ गैरकानूनी गतिविधियों की रिपोर्ट करने के लिए कभी भी कोई संदेश या कॉल नहीं भेजता है। ट्राई के नाम से आने वाले ऐसे मैसेज/कॉल से सावधान रहें।ट्राई से होने का दावा करने वाले किसी भी कॉल या संदेश को संभावित रूप से धोखाधड़ी माना जाना चाहिए और इसे राष्ट्रीय साइबर अपराध रिपोर्टिंग पोर्टल (www.cybercrime.gov.in) या साइबर अपराध हेल्पलाइन (1930) को सूचित किया जा सकता है
1290,BP-NDMAEW,"Hailstorm with lightning(Wind speed upto 70kmph) is likely to occur at isolated places over Dewas, Sehore in next 3 hours."
1291,AD-HDFCBK,"Dear HDFC Bank Customer, 837748 is your OTP, valid for next 15 Minutes to register for Chat Banking on WhatsApp. Please DO NOT disclose it to anyone."
1292,JM-HDFCBK,"Dear HDFC Bank Customer, 837748 is your OTP, valid for next 15 Minutes to register for Chat Banking on WhatsApp. Please DO NOT disclose it to anyone."
1293,JM-HDFCBK,You have successfully registered for HDFC Bank Chat Banking on WhatsApp. Click here hdfcbk.io/k/DUvfEjExeqz to chat now. Not you? Call 18602676161 to report
1294,AD-HDFCBK,448083 is your OTP for HDFC Bank Fixed Deposit online process. Never share OTP. Not you? Call 18002586161 @applyonline.hdfcbank.com #448083
1295,AD-HDFCBK,586840 is your Verification Code for FD booking with HDFC Bank of Rs.  10000 with Reference No  20240605141537513
1296,JM-HDFCBK,"HDFC Bank FD booked!Advice will be sent to your registered email.Pls submit Form 15G/H for TDS waiver, if applicable.Read T and Cs hdfcbk.io/a/339kENyB"
1297,JM-HDFCBK,"UPDATE: INR 10,000.00 debited from HDFC Bank XX2346 on 05-JUN-24. Info: FD through DigitalFD-XXXXXXXXXX0150:MOHD ZAKIE KHAN. Avl bal:INR 2,10,719.82
"
1298,+919599919778,HDFCRMN QaDWfbwvzjkyzq3OUjKPiAZJlDEdrKGXbtuAt66zV8dffQeJdEQl2DI8NaFIEMeGUudYnDa/Rfwyxs0gpkfdXMMcKTudG8xwhuSuzMD9Kw==
1299,AD-HDFCBK,"Process Initiated!
We have started the process to verify your mobile number for HDFC Bank MobileBanking App.
Not you? Call 18002586161"
1300,+919711022966,HDFCRMN QaDWfbwvzjkyzq3OUjKPiAZJlDEdrKGXb9iBu62wXdY5eQWCfEMl2DI8NaFIEMeGUudYnDa/RP8yx8EgpUTXVrI1E57k+1SVQdRBlAvpUA==
1301,AD-HDFCBK,"Process Initiated!
We have started the process to verify your mobile number for HDFC Bank MobileBanking App.
Not you? Call 18002586161"
1302,JM-HDFCBK,"Login Alert!
Thank you for using HDFC Bank online banking.
Not you? Call 18002586161"
1303,AD-HDFCBK,546868 is your OTP for HDFC Bank Fixed Deposit online process. Never share OTP. Not you? Call 18002586161 @applyonline.hdfcbank.com #546868
1304,AD-HDFCBK,860346 is your Verification Code for FD booking with HDFC Bank of Rs.  190000 with Reference No  20240605144300476
1305,AD-HDFCBK,"HDFC Bank FD booked!Advice will be sent to your registered email.Pls submit Form 15G/H for TDS waiver, if applicable.Read T and Cs https://hdfcbk.io/ao/13CRxwY"
1306,JM-HDFCBK,"UPDATE: INR 1,90,000.00 debited from HDFC Bank XX2346 on 05-JUN-24. Info: FD through DigitalFD-XXXXXXXXXX2660:MOHD ZAKIE KHAN. Avl bal:INR 20,719.82
"
1307,BY-653740,"Dear Customer,e-Auction of BSNL PREMIUM NOs LIKE 8989898988 & 8989890989 & MANY MORE PATTERNS etc is started from 4.6.24 to 11.06.24.Pls visit www.mp.bsnl.co.in or http://eauction.bsnl.co.in,For details call 1503."
1308,BZ-DOTKYC,Never respond to emails/embedded links in messages/calls asking you to update or verify KYC documents/User ID/Password/Debit Card Number/PIN/CVV/OTP etc. Immediately change your password/CVV/PIN if you have accidently revealed your credentials.
1309,AD-HDFCBK,HDFC Bank: Rs. 1500.00 credited to a/c XXXXXX2346 on 07-06-24 by a/c linked to VPA 7415822208@ibl (UPI Ref No  415989832474).
1310,AX-HDFCBN,"On 9th & 16th June (3:30 AM-7:30 AM): HDFC Bank Net/MobileBanking services will be unavailable for 4 hrs
Inconvenience regretted
Read: hdfcbk.io/g/gkCdkbDDi3j"
1311,BZ-DOTKYC,"""""""यदि आपके पास केवाईसी दस्‍तावेजों/यूजर आईडी/पासवर्ड/डेबिट कार्ड संख्‍या/पिन/सीवीवी/ओटीपी आदि को अपडेट या सत्‍यापित करने संबंधी कोई ई-मेल/मैसेज में एम्‍बेडेड लिंक/कॉल आते हैं तो कभी भी इनका उत्‍तर ना दें। यदि आपने अनजाने में अपनी प्रामाणिकता उजागर कर दी हो तो तत्‍काल अपने पासवर्ड/सीवीवी/पिन को बदल दें।
"""""""
1312,BZ-BSNLWZ,"Dear BSNL user, to get better quality, coverage and high speed data services, please use BSNL SIM in slot 1 of your Mobile set. Thank you, Team BSNL."
1313,TM-HDFCBK,"FD'S have been Booked! You'll receive physical advice shortly. To avail TDS waiver, submit form 15G/H at HDFC Bank Net Banking(not applicable for NRIs)"
1314,AD-TRAIND,ध्यान रखें कि TRAI मोबाइल टॉवर लगाने के लिए NOC जारी नहीं करता है। यदि कोई धोखे से आपको इस तरह के पत्र के साथ संपर्क करता है तो यह विषय संबंधित मोबाइल सेवा प्रदाता को सूचित किया जा सकता है।
1315,CP-PENEDU,"Dear User, 794143 is your OTP for PendulumEdu. This OTP is valid for 10 minutes. Do not share this OTP with anyone. 
+xYxtl9Y0b0"
1316,AY-ARWGOV,यदि पूर्वी मध्य प्रदेश में स्थित केन्द्र सरकार के किसी कार्यालय अथवा उपक्रम में आप से रिश्वत/घूस की माँग की जाती है तो उसकी शिकायत सी.बी.आई.. जबलपुर को मो. नं. 9425600091 अथवा 0761-2679111 पर करें।
1317,BZ-BSNLWZ,"BRBRAITT ( An International Training Center of BSNL-A 100% Govt of India Ent.) is conducting Summer Live Online/Offline Industrial/Vocational Training & Internship from Engineering/Diploma (CS/IT/EC/IOT/Data Science) students from 3rd June 2024, Visit: www.brbraitt.bsnl.co.in (Hurry Limited Seats). BRBRAITT BSNL."
1318,BZ-656700,"Get unlimited VOICE calls, 2GB Data/day, 100 SMS/day, and unlimited BSNL tunes with STV 199 for 30 days. To recharge https://bit.ly/BSTV199"
1319,BZ-656700,"Recharge STV 347 and Get unlimited Free VOICE calls,2GB Data/day,100 SMS/day and Unlimited BSNL tunes. Validity 54 days. To recharge https://bit.ly/STV347"
1320,BZ-656700,"NON STOP Online rahiye! BSNL ka STV 599 aapko dega 3GB/day,Unlimited calling,100SMS/day aur Unlimited BSNL tunes with Validity 84 days. https://bit.ly/STV0599"
1321,BZ-656700,"Bada Pack! 160 din ki validity ke sath payein Unlimited Calling,2GB data/day,100 SMS/day and FREE BSNL Tunes. Recharge BSNL Plan 997. https://bit.ly/STV0997"
1322,BZ-INBSNL,"Dear Customer, On your account balance you only have Rs.0.00 valid until 06-08-2024."
1323,BZ-656700,"600GB high speed data,Unlimited calling,100 SMS/day and FREE Unlimited BSNL tunes poore 1 saal ke liye ! Recharge BSNL Plan 1999 today. https://bit.ly/STV1999"
1324,BZ-656700,"Longest validity ke sath paye Unlimited calls,2GBdata/day,100 SMS/day and unlimited FREE BSNL tunes.Recharge BSNL Plan 2399 for 395days. https://bit.ly/STV2399"
1325,BZ-656700,"Har din FREE data aur Unlimited calling ke sath Unlimited BSNL tunes! Recharge BSNL Plan 153.Get 26GB Data,FREE calls.Validity 26 days. https://bit.ly/STV0153"
1326,BZ-656700,"Baatein UNLIMITED! Recharge BSNL STV 118 and get FREE VOICE calls,10GB data and Unlimited BSNL tunes. Validity 20 days. https://tinyurl.com/STV0118"
1327,BZ-656700,"Get unlimited VOICE calls, 2GB Data/day, 100 SMS/day, and unlimited BSNL tunes with STV 199 for 30 days. To recharge https://bit.ly/BSTV199"
1328,BZ-656700,"Recharge STV 347 and Get unlimited Free VOICE calls,2GB Data/day,100 SMS/day and Unlimited BSNL tunes. Validity 54 days. To recharge https://bit.ly/STV347"
1329,BZ-656700,"NON STOP Online rahiye! BSNL ka STV 599 aapko dega 3GB/day,Unlimited calling,100SMS/day aur Unlimited BSNL tunes with Validity 84 days. https://bit.ly/STV0599"
1330,BY-653740,"Dear BSNL Customer,Recharge with STV-147 and get U/L any-net voice calls+10GB data for 30 days.T&C apply.Call 1503."
1331,BZ-656700,"Bada Pack! 160 din ki validity ke sath payein Unlimited Calling,2GB data/day,100 SMS/day and FREE BSNL Tunes. Recharge BSNL Plan 997. https://bit.ly/STV0997"
1332,BZ-656700,"600GB high speed data,Unlimited calling,100 SMS/day and FREE Unlimited BSNL tunes poore 1 saal ke liye ! Recharge BSNL Plan 1999 today. https://bit.ly/STV1999"
1333,BZ-656700,"Longest validity ke sath paye Unlimited calls,2GBdata/day,100 SMS/day and unlimited FREE BSNL tunes.Recharge BSNL Plan 2399 for 395days. https://bit.ly/STV2399"
1334,BP-BSNLSP,"Say goodbye to multiple apps!BSNL Selfcare App is here for all your needs.Recharge,Pay bills of Mobile&LL/FTTH bills.Get it https://mybsnl.page.link/Home -BSNL"
1335,BH-VAAHAN,"Dear Mohd Zakie Khan, 30 days have passed since you have taken Learner's Licence (LL) No: MP41 /0010354/2024. You can apply for Driving licence against this LL on or before 22-11-2024 at  'https://sarathi.parivahan.gov.in'. Please ignore if already applied."
1336,BZ-656700,"Baatein UNLIMITED! Recharge BSNL STV 118 and get FREE VOICE calls,10GB data and Unlimited BSNL tunes. Validity 20 days. https://tinyurl.com/STV0118"
1337,BZ-656700,"Har din FREE data aur Unlimited calling ke sath Unlimited BSNL tunes! Recharge BSNL Plan 153.Get 26GB Data,FREE calls.Validity 26 days. https://bit.ly/STV0153"
1338,BZ-656700,"Get unlimited VOICE calls, 2GB Data/day, 100 SMS/day, and unlimited BSNL tunes with STV 199 for 30 days. To recharge https://bit.ly/BSTV199"
1339,BZ-656700,"Recharge STV 347 and Get unlimited Free VOICE calls,2GB Data/day,100 SMS/day and Unlimited BSNL tunes. Validity 54 days. To recharge https://bit.ly/STV347"
1340,BZ-656700,"NON STOP Online rahiye! BSNL ka STV 599 aapko dega 3GB/day,Unlimited calling,100SMS/day aur Unlimited BSNL tunes with Validity 84 days. https://bit.ly/STV0599"
1341,BZ-VAAHAN,OTP (One Time Password) For Self Authentication to Apply for License Services is 419174. MoRTH.
1342,BV-VAAHAN,"Your application 2287632224 for DL(MCWG, LMV) is received. To check Application status use link: https://sarathi.parivahan.gov.in/sarathiservice/applicationredirect.do?as=2287632224 MoRTH"
1343,BZ-VAAHAN,Payment Received. Your Receipt No:MPX/864212 and Bank Reference Number:IGARLAOAH0. MoRTH.
1344,BZ-VAAHAN,Your Application 2287632224 for ISSUE OF DRIVING LICENCE(LMV.. verified Successfully. MoRTH
1345,BZ-656700,"Bada Pack! 160 din ki validity ke sath payein Unlimited Calling,2GB data/day,100 SMS/day and FREE BSNL Tunes. Recharge BSNL Plan 997. https://bit.ly/STV0997"
1346,BZ-656700,"600GB high speed data,Unlimited calling,100 SMS/day and FREE Unlimited BSNL tunes poore 1 saal ke liye ! Recharge BSNL Plan 1999 today. https://bit.ly/STV1999"
1347,BZ-656700,"Longest validity ke sath paye Unlimited calls,2GBdata/day,100 SMS/day and unlimited FREE BSNL tunes.Recharge BSNL Plan 2399 for 395days. https://bit.ly/STV2399"
1348,BZ-656700,"Baatein UNLIMITED! Recharge BSNL STV 118 and get FREE VOICE calls,10GB data and Unlimited BSNL tunes. Validity 20 days. https://tinyurl.com/STV0118"
1349,BZ-656700,"Har din FREE data aur Unlimited calling ke sath Unlimited BSNL tunes! Recharge BSNL Plan 153.Get 26GB Data,FREE calls.Validity 26 days. https://bit.ly/STV0153"
1350,BZ-656700,"Get unlimited VOICE calls, 2GB Data/day, 100 SMS/day, and unlimited BSNL tunes with STV 199 for 30 days. To recharge https://bit.ly/BSTV199"
1351,AD-AIRTEL,यदि आपके पास केवाईसी दस्तावेजों/यूजर आईडी/पासवर्ड/डेबिट कार्ड संख्या/पिन/सीवीवी/ओटीपी आदि को अपडेट या सत्यापित करने संबंधी कोई ई-मेल/मैसेज में एम्बेडेड लिंक/कॉल आते हैं तो कभी भी इनका उत्तर ना दें। यदि आपने अनजाने में अपनी प्रामाणिकता उजागर कर दी हो तो तत्काल अपने पासवर्ड/सीवीवी/पिन को बदल दें।
1352,JX-HDFCBK,"Amt Sent Rs.208.31
From HDFC Bank A/C *2346
To Zomato Ltd
On 27-06
Ref 417970124510
Not You? Call 18002586161/SMS BLOCK UPI to 7308080808"
1353,BZ-656700,"Har din FREE data aur Unlimited calling ke sath Unlimited BSNL tunes! Recharge BSNL Plan 153.Get 26GB Data,FREE calls.Validity 26 days. https://bit.ly/STV0153"
1354,AD-AIRDOT,"Alert: On receiving any unwanted SMS , please complain by calling 1909 or send SMS to 1909 in format 'SMS Content, Sender No, dd/mm/yy' or visit bit.ly/2qBK0vp to report through Airtel Thanks App."
1355,BZ-656700,"NON STOP Online rahiye! BSNL ka STV 599 aapko dega 3GB/day,Unlimited calling,100SMS/day aur Unlimited BSNL tunes with Validity 84 days. https://bit.ly/STV0599"
1356,BZ-656700,"Bada Pack! 160 din ki validity ke sath payein Unlimited Calling,2GB data/day,100 SMS/day and FREE BSNL Tunes. Recharge BSNL Plan 997. https://bit.ly/STV0997"
1357,AD-AIRTEL,"सालाना रीचार्ज पर रु 600 बचाने का अंतिम मौका! पैक की कीमत बढ़ने से पहले रु. 2999 के साथ जल्दी रीचार्ज करें। आनंद लें अनलिमिटेड कॉल, 2GB/दिन और 100 SMS/दिन का 365 दिन के लिए। जल्दी करें! i.airtel.in/RCH4G"
1358,BZ-656700,"600GB high speed data,Unlimited calling,100 SMS/day and FREE Unlimited BSNL tunes poore 1 saal ke liye ! Recharge BSNL Plan 1999 today. https://bit.ly/STV1999"
1359,BZ-656700,"Longest validity ke sath paye Unlimited calls,2GBdata/day,100 SMS/day and unlimited FREE BSNL tunes.Recharge BSNL Plan 2399 for 395days. https://bit.ly/STV2399"
1360,AY-AIRTEL,"सलाना रीचार्ज पर रु 200 की बचत करने का आखिरी मौका।
3 जुलाई को पैक कीमतें बदलने से पहले रु 1799 के साथ रीचार्ज करें। आनंद लें अनलिमिटेड कॉल, 24 GB और 100 SMS , 365 दिन के लिए।
 i.airtel.in/RC1799"
1361,BZ-656700,"Har din FREE data aur Unlimited calling ke sath Unlimited BSNL tunes! Recharge BSNL Plan 153.Get 26GB Data,FREE calls.Validity 26 days. https://bit.ly/STV0153"
1362,AD-Airtel," Hi, recharge of Rs. 719 successfully credited to your Airtel number 8109108797, also the validity has been extended till 28-09-2024."
1363,Airtel,"Recharge of INR 719.00 is successful for your Airtel Mobile on 30-06-2024 20:52, Transaction ID 1665367123.Check your balance, validity, tariff and best recharges on Airtel Thanks App. Cashback of upto Rs80/month for 3 months with Airtel Mini Rewards123! Click i.airtel.in/APB_REWARDS"
1364,Airtel,"Enjoy unlimited Local, STD & Roaming calls, 1.5GB/day data and 100 SMS. Pack valid for 84 days. UNLIMITED 5G data over & above your plan limit, claim on Airtel Thanks App."
1365,BZ-656700,"Get unlimited VOICE calls, 2GB Data/day, 100 SMS/day, and unlimited BSNL tunes with STV 199 for 30 days. To recharge https://bit.ly/BSTV199"
1366,AY-AIRTEL,"बचत अलर्ट! आज रात में पैक कीमतों के बदलने से पहले रु 600 बचाने का आखिरी मौका।
अभी रु 2999 से रीचार्ज करें और पाएं अनलिमिटेड कॉल, 2 GB/दिन, 100 SMS/दिन, 365 दिन के लिए|
नए पैक की वैधता वर्तमान पैक समाप्त होने के बाद ही शुरू होगी। जल्दी अभी क्लिक करें! i.airtel.in/RC2999"
1367,BP-BSNLSP,"Say goodbye to multiple apps!BSNL Selfcare App is here for all your needs.Recharge,Pay bills of Mobile&LL/FTTH bills.Get it https://mybsnl.page.link/Home -BSNL"
1368,AY-AIRTEL,"बचत अलर्ट! आज रात में पैक कीमतों के बदलने से पहले रु 600 बचाने का आखिरी मौका।
अभी रु 2999 से रीचार्ज करें और पाएं अनलिमिटेड कॉल, 2 GB/दिन, 100 SMS/दिन, 365 दिन के लिए|
नए पैक की वैधता वर्तमान पैक समाप्त होने के बाद ही शुरू होगी। जल्दी अभी क्लिक करें! i.airtel.in/RC2999"
1369,BZ-656700,"Recharge STV 347 and Get unlimited Free VOICE calls,2GB Data/day,100 SMS/day and Unlimited BSNL tunes. Validity 54 days. To recharge https://bit.ly/STV347"
1370,AY-AIRTEL,"बचत अलर्ट! आज रात में पैक कीमतों के बदलने से पहले रु 600 बचाने का आखिरी मौका।
अभी रु 2999 से रीचार्ज करें और पाएं अनलिमिटेड कॉल, 2 GB/दिन, 100 SMS/दिन, 365 दिन के लिए|
नए पैक की वैधता वर्तमान पैक समाप्त होने के बाद ही शुरू होगी। जल्दी अभी क्लिक करें! i.airtel.in/RC2999"
1371,BZ-656700,"NON STOP Online rahiye! BSNL ka STV 599 aapko dega 3GB/day,Unlimited calling,100SMS/day aur Unlimited BSNL tunes with Validity 84 days. https://bit.ly/STV0599"
1372,BZ-656700,"Baatein UNLIMITED! Recharge BSNL STV 118 and get FREE VOICE calls,10GB data and Unlimited BSNL tunes. Validity 20 days. https://tinyurl.com/STV0118"
1373,BZ-656700,"Har din FREE data aur Unlimited calling ke sath Unlimited BSNL tunes! Recharge BSNL Plan 153.Get 26GB Data,FREE calls.Validity 26 days. https://bit.ly/STV0153"
1374,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
1375,56321,अब बेफिक्र होकर डाटा का इस्तेमाल करें क्योंकि आप बिना किसी अतिरिक्त शुल्क के 1GB डाटा का लोन ले सकते हैं। डाटा वैधता- 1 दिन। लाभ उठाने के लिए डायल करें *567*3# या i.airtel.in/get_data_loan पर क्लिक करें। अपने अगले डाटा टॉप-अप के साथ 1GB कम पाएं।
1376,VM-HDFCBN,"HDFC Bank system upgrade on 13/07/2024, 3 AM - 4:30 PM (13 and a half hours).
Some banking services will be unavailable.
Details: hdfcbk.io/a/92a4VXZg"
1377,BZ-656700,"Get unlimited VOICE calls, 2GB Data/day, 100 SMS/day, and unlimited BSNL tunes with STV 199 for 30 days. To recharge https://bit.ly/BSTV199"
1378,BZ-656700,"600GB high speed data,Unlimited calling,100 SMS/day and FREE Unlimited BSNL tunes poore 1 saal ke liye ! Recharge BSNL Plan 1999 today. https://bit.ly/STV1999"
1379,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
1380,56321,अब बेफिक्र होकर डाटा का इस्तेमाल करें क्योंकि आप बिना किसी अतिरिक्त शुल्क के 1GB डाटा का लोन ले सकते हैं। डाटा वैधता- 1 दिन। लाभ उठाने के लिए डायल करें *567*3# या i.airtel.in/get_data_loan पर क्लिक करें। अपने अगले डाटा टॉप-अप के साथ 1GB कम पाएं।
1381,BZ-656700,"NON STOP Online rahiye! BSNL ka STV 599 aapko dega 3GB/day,Unlimited calling,100SMS/day aur Unlimited BSNL tunes with Validity 84 days. https://bit.ly/STV0599"
1382,BP-BSNLSP,"Say goodbye to multiple apps!BSNL Selfcare App is here for all your needs.Recharge,Pay bills of Mobile&LL/FTTH bills.Get it https://mybsnl.page.link/Home -BSNL"
